mount_code,명산_소재지,명산_높이,ㅁ,난이도,특징_및_선정_이유,교통정보
457200901,전라북도 진안군 진안읍ㆍ마령면,687.4,산행시간 ,초급,"특이한 지형을 이루고 있으며, 섬진강과 금강(錦江) 발원지이고 도립공원(1979년)으로 지정된 점 등을 고려하여 선정, 중생대 백악기에 습곡운동을 받아 융기된 역암이 침식작용에 의하여 형성된 산으로 산의 형상이 마치 말의 귀를 닮았다 하여 마이산으로 불려짐. 암마이산 남쪽 절벽 밑에 있는 80여개의 크고 작은 돌탑이 있는 탑사(塔寺)와 금당사(金塘寺)가 유명","기점은 진안이다. 진안에서 마이산 북부주차장으로는 완행버스가 17회, 남부주차장으로는 4회 운행한다. 진안으로는 서울 강남터미널과 부산 사상터미널에서 직행버스가 4회씩 있으며 전주에서는 10분, 대구에서는 30분 간격으로 다닌다.    호남고속국도 전주 IC->진안 방면 26번 국도, 대전통영고속국도 무주IC->진안방면 30번 국도"
427800701,"강원도 철원군 갈말읍, 경기도 포천시 영북면ㆍ이동면",922,산행시간 , 중급,"도평천(都坪川), 영평천(永平川), 한탄강의 수계를 이루며, 산세가 가파르고 곳곳에 바위가 어우러져 경관이 아름다운 점 등을 고려하여 선정, 산 북쪽으로 삼부연폭포와 남쪽으로 산정호수를 끼고 있음. 전설에 의하면 왕건(王建)에게 쫓기던 궁예(弓裔)가 피살되었던 곳으로 유명",포천이 기점이다.  포천시외버스터미널 ☎031-532-5217.  - 포천→동송(산정호수) 10분 간격 운행  - 운천→산정호수 30분 간격 운행    ① 서울-43번 국도-포천읍-포천 영북면에서 좌회전-78번 지방도-산정호수 ② 서울-47번 국도-포천군 일동면-이동면 장암리에서 우회전-78번 지방도-산정호수
418201401,경기도 가평군 북면ㆍ하면,1252.3,산행시간 , 중급,"경기도내에서 두 번째로 높은 산으로 경기도의 최고봉인 화악산(1,468m)과 가평천을 사이에 하고 있으며, 강씨봉, 귀목봉, 청계산, 우목봉 등 산세가 웅장하고 군립공원으로 지정된 점 등을 감안하여 선정, 20여km를 흐르는 산 동쪽의 가평천 계곡과 익근리계곡의 명지폭포가 유명. 명지산 일대의 산과 계곡들은 경기도내에서는 첫째가는 심산유곡으로 알려져 있음","기점은 가평이다.  경춘선 열차가 1시간 간격으로 지나고 동서울터미널에서는 15분, 상봉동터미널에서는 20분 간격으로 직행버스가 다닌다. 인천, 수원, 의정부,안산에서도 직행이 있다.   - 가평→익근리 : 5회 있는 적목리(용수동)행을 타고가다 명지산 입구에서 내린다   - 가평→백둔리 : 4회 운행   - 이동→상봉동 : 1일 9회 운행(일동 경유)     경춘(46번)국도로 가다 가평읍내에서 75번국도로 갈아탄다."
452100701,"전라북도 김제시 금산면, 전주시 완산구, 완주군 구이면",795.2,산행시간 ,초급,"진달래와 철쭉이 유명한 호남 4경의 하나이며, 도립공원으로 지정(1971년)된 점 등을 고려하여 선정, 신라 말에 견훤이 이 곳을 근거로 후백제를 일으켰다고 전해짐. 국보 제62호인 미륵전을 비롯하여 대적광전(보물 제467호)·혜덕왕사응탑비(보물 제24호)·5층석탑(보물 제27호)등 많은 문화재가 있는 금산사(金山寺)가 있음. 특히 미륵전에 있는 높이 11.82m나 되는 미륵불이 유명","기점은 전주지만 김제를 경유하면 편하다. 김제역에서 금산사까지 택시로 15분 걸린다. 김제로는 호남선 KTX가 6회, 열차는 19회 다닌다. 전주에서는 중인동이나 금산사, 구이행 시내버스를 이용한다.    호남고속도로국도 금산사IC에서 빠진다. 원평을 지나 표지판을 따라가면 금산사에 이른다. 구이로 갈 경우에는 서전주IC로 나와 716번 지방도로 가다 완산구청 사거리에서 우회전, 2킬로미터 앞에서 27번 국도를 탄다."
291700501,"광주광역시 동구, 전라남도 담양군 남면ㆍ화순군 이서면",1186.8,산행시간 ,초급,"최고봉인 천왕봉 가까이에는 원기둥 모양의 절리(節理)가 발달하여 기암괴석의 경치가 뛰어나고, 도시민의 휴식처이며, 도립공원으로 지정(1972년)된 점 등을 고려하여 선정. 보물 제131호인 철조비로자나불좌상 등이 있는 증심사(證心寺)와 원효사(元曉寺)가 유명","기점은 광주다.  광주시내에서 무등산 가는 시내버스가 많다. 증심사 방면으로 가려면 광주역에서 17번이나 222번 버스를 타고 도청에서 내려 15번이나 555번으로 환승하면 된다.    - 도청→증심사 지구 : 15번, 555번 운행, 광주시 대중교통과 ☎062-613-4511~8 - 도청→원효사 지구 : 1187번 운행    호남고속국 동광주IC-제2순환도로-두암IC-원효사"
481500901,경상남도 창원시 교방동ㆍ두척동ㆍ내서읍,761.4,산행시간 ,초급,"도시민의 휴식처로서 경관이 좋은 아기자기한 능선과 다도해를 바라다보는 조망이 좋은 점 등을 고려하여 선정. 정상 북서쪽에 있는 시루봉 일대의 바위는 좋은 암벽등반 훈련장임. 예전부터 양조업이 성할 정도로 수질이 좋음. 서원골 입구에 최치원의 제자들이 세운 관해정(觀海亭)이 있고 부근 원각사, 백운사 등이 유명","기점은 마산이다. 마산고속버스터미널과 마산시외버스터미널 어느 곳이든 시내버스와 연계된다.   - 마산고속버스터미널→서원골 : 71번, 71-1번  - 마산기차역→서원골 :  28번 208번       - 마산시외버스터미널→서원골 : 10번, 10-1번    남해고속국도-서마산IC-첫번째 도로에서 우회전-서원골"
482201101,경상남도 통영시 산양읍ㆍ봉평동,458.4,산행시간 , 중급,"충무시와 연육교로 이어지는 미륵도(彌勒島)의 복판에 솟은 산으로 한려해상국립공원의 아름다운 경관을 한눈에 조망할 수 있는 등 경관이 아름다운 점 등을 고려하여 선정. 지형도에는 용화산(龍華山)으로 표기되어 있으며, 석조여래상(경남유형문화재 43호)과 고려중기의 작품인 지장보살상과 시왕상 등이 보존되어 있는 용화사(龍華寺)가 있음. 도솔선사(兜率禪師)가 창건한 도솔암, 관음사(觀音寺), 봉수대터 등이 유명.","기점은 통영이다.  - 통영→용화사 : 20번, 21번 시내버스 이용    대전통영간고속국도-통영-67번 지방도-용화사"
482201101,"충청북도 영동군, 전라북도 무주군, 경상북도 김천시",1241.7,산행시간 , 고급,"1000m 이상의 고산준봉을 거느리고 울창한 산림과 바위가 어우러져 있으며, 국내 최대 원시림 계곡인 물한계곡이 있는 점 등을 고려하여 선정. 물이 차다는 한천마을 상류에서부터 약 20㎞를 흐르는 깊은 계곡으로, 원시림 등이 잘 보존된 손꼽히는 생태관광지인 물한계곡(勿閑溪谷)이 특히 유명. 정상 남쪽 50m쯤 아래에는 삼두마애불상이 있음. 충북, 전북, 경북의 경계인 삼도봉과 연접","기점은 영동, 황간이다.  영동- 물한리 06:20~17:50 1일 5회 시내버스(☎043-742-3971) 운행 무주 설천면에서 미천리행 버스(1일 3회)가 대불리 입구 하차    경부고속국도 황간IC→21번군도매곡면-상촌면-물한계곡주차장"
457900601,"전라남도 장성군, 전라북도 고창군 신림면ㆍ정읍시 입암면",733.6,산행시간 , 초급,"옛부터 지리산, 무등산과 함께 호남의 삼신산으로 불려져 왔으며, 전북과 전남을 양분하는 산으로서 산세가 웅장하고 자연휴양림인 점 등을 고려하여 선정. 옛이름은 방등산으로 백제가요중 `방등산가'의 방등산이 바로 방장산임. 정상에서 멀리 서해바다와 동쪽으로 무등산이 보임.","고창이 기점이다. 고창에서 상월이나 월암, 석정온천행은 30분 간격으로 있고 신평리의 경우 6회 있는 정읍행을 탄다. 고창으로는 서울 강남터미널에서 고속버스가 16회 있다. 전라북도 이외 도시로는 광주와 목포에서 버스가 다닌다. 휴양림으로 갈 경우에는 호남선 백양사역에서, 갈재를 들날머리로 할 경우에는 정읍에서 택시를 이용한다.     서해안고속국도 고창IC→고창 방면 15번 지국도 갈재로 갈 때는 호남고속국도 백양사IC→정읍 방면 1번 국도가 정읍IC보다 수월하다."
428102201,"강원도 인제군 기린면ㆍ상남면, 홍천군 내면",1445.7,산행시간 ,초급,"가칠봉(1,241m), 응복산(1,156m), 구룡덕봉(1,388m), 주걱봉(1,444m) 등 고산준봉을 거느리고 있으며 한국에서 가장 큰 자연림이라고 할 정도로 나무들이 울창하고, 희귀식물과 희귀어종이 많은 생태적 특성 등을 고려하여 선정. 정감록에는 난을 피해 숨을만한 피난처로 기록되어 있음. 자연휴양림이 있으며, 높이 10m의 이폭포와 3m의 저폭포가 있는 적가리골 및 방동약수, 개인약수 등이 유명.","기점은 홍천이다. 적가리 가까운 현리로 완행이 15회, 직행은 1시간 간격으로 운행한다. 미산리로 갈 경우에는 중간에 상남에서 내려 택시를 탄다. 살둔을 들머리로 잡을 때는 직행 8회, 완행 4회의 내면행 버스를 이용한다. 홍천행 버스는 동서울터미널에서 52회, 상봉터미널에서 41회 있다. 강원도 이외의 도시로는 부산, 울산, 포항, 대구, 안동, 대전, 전주, 인천, 수원, 안산, 고양, 의정부에서 버스가 있다.     ①설악산 갈 때처럼 44번 국도→홍천 읍내에서 444번 지방도→상남면에서 451번 지방도로 조금 가다 31번 국도→현리에서 418번 지방도다. 44번 국도로 계속 가다 굴운리에서 56번 국도, 철정검문소에서 451번 지방도로 갈아탈 수도 있지만 결국은 31번으로 모아진다.  ②개인산장을 들머리로 잡았을 때는 상남에서 446번 지방도로 빠진 다음 남전동에서 내린천에 걸린 다리를 건너 비탈길로 오른다.  ③살둔산장으로 가려면 56번 국도를 타고 내면까지 계속 가 광원리에서 내린천을 따라 난 446번 지방도로 접어든다."
427602301,"강원도 평창군 방림면, 횡성군 안흥면, 영월군 수주면",1350.1,산행시간 , 중급,"사자산(1120m), 사갓봉(1020m), 솟때봉(884m) 등이 솟아 있어 산세가 웅장하고 골이 깊은 등 경관이 좋으며, 평창강(平昌江)과 주천강(酒泉江)의 수계인 점 등을 고려하여 선정, 신라 때 자장율사가 창건하였다고 전해지는 법흥사(法興寺)와 경내에 있는 보물 제613호로 지정된 징효대사보인탑이 유명","기점은 주천(주천터미널 ☎033-372-7101)이다.  들머리가 문재일 경우 정선행 버스를 이용하고 법흥사일 경우에는 영월, 제천, 원주행 버스를 이용하면 된다.  - 영월→주천 1일 12회 - 제천→주천 1일 13회 - 원주→주천 1일 9회  - 주천→법흥사 1일 5회    영동고속국도 새말IC-평창 방면 42번 국도-안흥-문재터널-상동"
468801201,"전라북도 순창군 복흥면, 잔라남도 장성군 북하면",741.2,산행시간 , 초급,"봄이면 백양, 가을이면 내장이라 하듯이 경관이 수려하고 천연기념물인 비자나무와 굴거리나무가 집단분포하고 있으며, 내장산국립공원구역에 포함되어 있는 점 등을 고려하여 선정, 학바위, 백양산 12경, 영천굴 등이 있음. 소요대사부도, 대웅전, 극락보전, 사천왕문을 포함하여 청류암의 관음전, 경관이 아름다운 쌍계루 등 수많은 문화유산들을 보존하고 있는 백양사(白羊寺)가 유명",정읍 사거리 버스터미널에서 백양사행 직행버스를 이용한다.(30분 간격/ 35분 소요) 또는 장성읍에서 20~30분 간격으로 운행하는 백양사행 버스를 타면 된다.    호남고속국도 백양사 IC-장성 방면 1번 국도- 북하면 소재지에서 복흥 방면 891번 지방도-백양주유소 맞은편 길-백양사
462300801,"전라남도 광양시 진상면ㆍ옥룡면ㆍ봉강면ㆍ다압면, 구례군 간전면",1222.2,산행시간 ,초급,"주봉을 중심으로 하여 또아리봉과 도솔봉, 매봉, 억불봉 등 산세가 웅장하며 경관이 수려하고 억새풀과 철쭉 군락, 온·한대 900종의 식물이 서식하는 등 경관·생태적 특징을 고려하여 선정, 자연휴양림이 있으며, 백운사(白雲寺), 성불사(成佛寺) 등이 유명"," 기점은 광양이다. 광양터미널에서 동곡·묵방행 21-2번이 8회, 논실행 21-3번이 4회 운행한다. 광양으로는 동서울터미널에서 우등버스가 13회 다닌다. 부산, 대구, 포항, 경주, 마산, 진주, 하동, 부천, 정읍에서 버스가 있으며 광주에서는 23회, 순천에서는 10분 간격으로 운행한다. 경전선 열차는 부산 부전발이 4회, 광주발과 목포발이 1회씩 있다. ①남해고속국도 광양IC→광양읍내 시계탑사거리에서 우회전→옥룡 방면 11번 군도. ②성불교를 들머리로 할 경우에는 옥룡면소에서 5번 군도→봉강면소에서 865번 지방도. ③내희마을로 갈 경우에는 남해고속국도 옥곡IC→옥곡면소에서 6번 군도→진상면소에서 2번 국도나 진월IC→2번 국도"
427708601,"강원도 정선군 신동읍, 평창군 미탄면",883.5,산행시간 , 고급,"동강의 가운데에 위치하고 있어 경관이 아름답고, 조망이 좋으며 생태계보존지역으로 지정되어있는 점 등을 고려하여 선정 흰구름이 늘 끼어 있는데서 산 이름이 유래, 오대산에서 발원하는 오대천과 조양강(朝陽江)을 모아 남한강으로 흐르는 동강 및 천연기념물 제260호로 지정(1979년)된 백룡동굴(白龍洞窟)이 유명","행정구역과는 달리 기점은 영월군 신동읍이다. 예미역 앞에서 출발하는 운치리행 버스를 타고 종점 점재나루에서 내린다. 예미역으로는 청량리발 태백선 열차가 5회 다닌다. 신동으로는 동서울터미널에서 11회 운행하는 태백행 직행버스나 영월에서 28회 운행하는 태백행 직행버스를 이용한다. 영월로는 춘천, 원주, 강릉, 대구, 인천, 수원, 성남, 의정부, 안산, 고양, 청주에서 버스가 다닌다.     ①중부내륙고속국도 제천IC→영월 방면 38번 국도-신동읍-고성리.  ②점재마을, 제장마을, 문희마을 쪽은 영월읍에서 미탄 방면 413번 지방도-미탄-마하리-문희마을."
416501801,"경기도 포천시 이동면, 강원도 화천군 사내면",903.1,산행시간 ,초급,"수려한 계곡미를 가지고 있으며 광덕산, 국망봉, 박달봉 등과 같은 높은 봉우리들과 무리를 이뤄 계곡·단애(斷崖) 등 독특한 경관을 가지고 있는 점 등을 고려하여 선정, 백운동 계곡 및 신라 말 도선이 창건하였다고 전하는 흥룡사(興龍寺)가 유명",기점은 서울이다.  이동 경유 사창리행을 타고 광덕고개에서 내린다. 운전기사에게 사전 양해가 필요하다.  - 서울→사창리 : 하루11회 운행    퇴계원 통해 47번 국도-사창리 이어지는 316번 지방도-광덕고개
458002001,"전라북도 부안군 변산면, 상서면, 진서면",508.6,산행시간 ,초급,"울창한 산과 계곡, 모래해안과 암석해안 및 사찰 등이 어울려 뛰어난 경관을 이루고 있으며 국립공원으로 지정(1968년)된 점 등을 고려하여 선정, 산이면서 바다와 직접 닿아 있는 특징이 있음. 직소폭포, 가마소, 봉래구곡, 채석강, 적벽강 및 내소사, 개암사 등 사찰과 호랑가시나무, 꽝꽝나무 등 희귀동·식물이 서식",기점은 부안이다. 부안행 직통 버스를 이용할 수 없을 경우 일단 전주로 가면 부안행 버스가 많이 있다. > 부안→내소사 : 30분 간격 운행    >부안→격포 : 10분 간격 운행. > 격포→내소사 : 1일 7회 운행     서해안고속국도 부안 혹은 줄포IC-변산 방면 30번 국도
113050202,"서울특별시 강북구ㆍ성북구ㆍ종로구ㆍ은평구, 경기도 고양시ㆍ양주시",835.6,산행시간 ,초급,"최고봉인 백운대를 위시하여 인수봉, 만경대, 노적봉 등 경관이 수려하고 도시민들의 휴식처이며 국립공원으로 지정(1983년)되어 있는 점 등을 고려하여 선정, 북한산성, 우이동계곡, 정릉계곡, 세검정계곡 등이 유명. 도선국사가 창건한 도선사(道詵寺), 태고사(太古寺), 화계사(華溪寺), 문수사(文殊寺), 진관사(津寬寺) 등 수많은 고찰이 있음","지하철 3호선과 4호선이다. 우이동은 4호선 수유역에서 내려  101번, 1217번, 북악터널은 길음역에서 7211번을 타고 국민대에서 내린다. 구기동은 3호선과 6호선 불광역에서 7022번과 7211번, 북한산성은 구파발역에서 704번을 탄다. > 수유역→우이동 : 5분 간격 운행    >불광역→구기터널 : 5분 간격 운행. > 구파발→산성매표소 : 5분 간격 운행     서울외곽순환고속국도 의정부IC->서울 방면 3번 국도->방학사거리에서 좌회전->우이동. 북한산성과 구파발쪽은 서울외곽순환고속국도 송추IC->서울 방면 39번 지방도"
277101501,"대구광역시 달성군 옥포면ㆍ유가면ㆍ가창면, 경상북도 청도군 각북면",1083.4,산행시간 , 중급,"봄에는 진달래, 가을에는 억새 등 경관이 아름다우며, 조망이 좋고 군립공원으로 지정된 점 등을 고려하여 선정, 북쪽의 팔공산과 함께 대구분지를 형성하며 낙동강을 끼고 있음. 고려말 공민왕 7년(1358년) 진보법사가 창건한 소재사(消災寺) 등이 유명",기점은 대구다.  대구서부시외버스정류장에서 10~20분 간격으로 운행하는 현풍행 버스를 탄다. 요금은 1600원이며 40분 정도 소요된다.  현풍 시외버스정류장에선 유가사행 버스가 1일 7회 운행한다.    구마고속국도 현풍IC-유가사
421102701,강원도 춘천시 서면,655.8,산행시간 , 중급,"고고시대에 형성된 등선계곡과 맥국시대의 산성터가 있는 유서깊은 산으로 기암괴석의 경관이 아름답고, 의암호와 북한강을 굽어보는 조망이 좋은 점 등을 고려하여 선정, 남쪽 골짜기 초입의 협곡과 등선폭포(登仙瀑布)가 특히 유명하고, 흥국사(興國寺), 금선사(金仙寺), 상원사(上院寺) 등 7개 사찰이 있음.","기점은 강촌역이다. 청량리역에서 강촌행 열차를 이용할 수 있다.  - 청량리역→강촌역 무궁화호 운행  - 강촌역→삼악산, 등선폭포 20분 간격 운행    46번 경춘국도-청평-가평-강촌 검문소-등선폭포 입구-403번 지방도"
447101401,"충청남도 금산군 추부면ㆍ군북면, 충청북도 옥천군 군서면",905.3,산행시간 , 고급,"충청남도에서는 제일 높은 산으로 곳곳에 기암괴석과 바위 절벽이 있어 중부의 금강이라고 일컬을 정도로 경관이 아름다우며, 산정에서의 조망이 좋은 점 등을 고려하여 선정, 용굴, 사자굴, 견우장년대, 직녀탄금대, 북두칠성바위 등이 유명","드림리조트행 버스가 11회 운행하는 추부가 기점이다. 원흥사로 가려면 8회 있는 군북행을 타면 된다. 추부까지는 대전역에서 501, 520번을 타면 된다. 장룡산자연휴양림이나 안보광리는 옥천읍이나 군북면에서 택시를 이용한다.     경부고속국도 옥천IC→금산 방면 37번 국도 장룡산자연휴양림으로 오갈 때는 군서면에서 이정표를 따르면 된다."
457901001,전라북도 고창군 아산면ㆍ심원면ㆍ해리면,334.7,산행시간 ,초급,"산세는 별로 크지 않으나 숲이 울창하고 곳곳이 기암괴석으로 이루어져 있어 경관이 빼어나며 천연기념물 제184호인 동백나무 숲이 있는 등 생태적 가치가 크고 도립공원으로 지정(1979년)된 점 등을 고려하여 선정, 백제 위덕왕 24년(577년) 검단선사가 창건한 선운사(禪雲寺)와 수령 5백년의 동백나무 ３천여 그루가 군락을 이루고 있는 선운사 동백 숲이 유명","기점은 고창이다. 고창시외버스정류장에서 직행버스가 8회, 군내버스는 30회 운행한다. 고창으로는 서울 강남터미널에서 고속버스가 16회 있다. 전라북도 이외 도시로는 광주와 목포에서 버스가 다니는데 광주에는 선운사행 직행도 있다.     서해안고속국도 선운산IC→22번 국도-선운산"
428302602,"강원도 속초시 설악동, 인제군 북면ㆍ인제읍, 양양군 서면ㆍ강현면",1708.1,산행시간 ,초급,"남한에서 세 번째로 높은 봉우리인 한계령, 마등령, 미시령 등 수많은 고개와 산줄기·계곡들이 어우러져 한국을 대표하는 산악미의 극치를 이루고 있으며, 국립공원(1970년 지정) 및 유네스코의 생물권 보존지역으로 지정(1982년)되어 관리되고 있는 점 등을 고려하여 선정, 백담사(百潭寺), 봉정암(鳳頂菴), 신흥사(新興寺), 계조암(繼祖菴), 오세암(五歲庵), 흔들바위, 토왕성폭포, 대승폭포 등이 특히 유명","기점은 속초다.  서울 동서울종합터미널과 강남고속버스터미널에서 고속버스가 30분 간격으로 있고 심야버스도 두 편 있다.  속초로 시외버스가 다니는 도시는 부산, 대구, 광주, 대전, 울산, 수원, 성남, 춘천, 안산, 일산, 의정부, 충주, 태백, 포천 등이다.  내설악 방면은 동서울동합터미널이나 상봉터미널에서 홍천 경유 직행을 이용한다.   - 속초→설악동: 7번, 7-1번 시내버스 10분 간격 운행    영동고속국도 현남IC-속초 방면 7번 국도. 내설악은 중앙고속국도 홍천IC-44번 국도-원통 민예단지삼거리에서 46번 국도"
479400901,경상북도 울릉군 울릉읍 서면ㆍ북면,986.5,산행시간 ,초급,"휴화산인 울릉도의 최고봉으로서 울릉도 모든 하천의 수원을 이루고, 식생이 특이한 원시림이 잘 보전되어 있는 점 등을 감안하여 선정, 울릉도에서는 유일하게 평지를 이룬 나리분지(羅里盆地)와 천연기념물 제189호로 지정(1967년)된 원시림에 유명. 나리동의 울릉국화·섬백리향의 군락은 천연기념물 제52호(1962년)로 지정되어 있음","울릉도로 가는 배는 포항(☎054-242-5111∼5), 동해(☎033-531-5891∼2)에서 매일, 후포(☎054-787-2811∼2)에서는 부정기적으로 있다. 기상특보가 발령되면 결항하니 반드시 집을 나서기 전에 확인해봐야 한다. 섬 일주 유람선은 도동에 있는 여객선터미널에서 탄다. 성수기에는 9회, 비수기에는 2회 있다. ☎054-791-4468/7010 도동에서 출발하는 군내버스는 남양, 태하를 거쳐 천부까지 가는 것과 저동의 내수전, 봉래폭포행이 있다.     포항에서 출발하는 썬플라워호에만 실을 수 있다."
438001301,"경상북도 영주시 풍기읍, 충청북도 단양군 단양읍",1439.7,산행시간 ,초급,"국망봉에서 비로봉, 연화봉으로 이어지는 해발 1,300여m의 일대 산군으로 1,000m이상은 고원지대와 같은 초원을 이루고 있으며, 국망천과 낙동강 상류로 들어가는 죽계천이 시작되고 국립공원으로 지정(1987년)된 점 등을 고려하여 선정, 주봉인 비로봉 일대에는 주목군락지(천연기념물 제244호)와 한국산 에델바이스인 솜다리가 군락을 이루고 있음. 희방사(喜方寺), 구인사, 소수서원(紹修書院 : 사적 제55호), 부석사(浮石寺), 온달성, 국립천문대","기점은 단양과 풍기이다.  중앙선 단양역(☎043-422-7788), 희방사역(☎054-638-7788), 풍기역(☎054-636-7788)에서 하차.  풍기에서 희방사행 06:30~19:00 30분 간격 30분 소요. 단양에서 천동리행 버스(☎043-422-3214)가 1일 14회 운행한다.     중앙고속국도 풍기IC- 죽령방면 5번, 36번 국도"
412500201,"경기도 동두천시, 포천시 신북면",587.5,산행시간 ,초급,"규모는 작으나 상백운대, 하백운대, 중백운대 등 경관이 아름답고, 등산인의 선호도가 높아 '81년 국민관광지로 지정된 점을 고려하여 선정, 원효폭포, 청량폭포, 선녀탕절벽과 가을철 단풍이 유명하며, 신라 무열왕 1년(654년)에 원효대사가 창건하였다고 전해지는 자재암이 있음.","경원선 열차를 타고가다 소요산역에 내리거나 의정부 시외버스터미널에서 20분 간격으로 다니는 완행버스, 25분 간격으로 있는 전곡행 직행버스를 이용한다.     서울 동반부는 3번 국도, 서반부는 서울교외선 철도와 인접한 39번 국도를 이용한다."
437201201,"경상북도 상주시 화북면, 충청북도 보은군 내속리면",1058.4,산행시간 ,초급,"예로부터 산세가 수려하여 제2금강 또는 소금강이라고도 불리울 정도로 경관이 아름답고 망개나무, 미선나무 등 1,000여 종이 넘는 동식물이 서식하고 있으며, 국립공원으로 지정(1970년)된 점 등을 고려하여 선정, 법주사(法住寺), 문장대, 천연기념물 제103호인 정이품송(正二品松) 및 천연기념물 제207호인 망개나무가 유명","기점은 보은이나 청주다.   - 보은(☎043-543-1580)에서 속리산은 07:20~21:30, 10분 간격 군내버스 운행. 20분 소요.  - 청주(☎043-234-6543)에서 속리산은 보은을 거쳐 06:30~20:40 1일 29회 시외버스 운행. 1시간 50분 소요    경부고속국도 청주 혹은 옥천IC→보은→속리산"
317102401,울산광역시 울주군 삼남면ㆍ상북면,1159.3,산행시간 ,초급,"영남알프스 산군에 속하는 산으로 능선에는 광활한 억새와 바위절벽, 완만한 지대가 조화를 이루고 있으며 작천계곡, 파래소폭포 등이 있고 군립공원인 점 등을 고려하여 선정, 신불산 폭포자연휴양림 등이 유명","언양이 기점이다. 9회 있는 양산행 완행버스를 타면 산 동쪽 어디든지 내릴 수 있다. 산 서쪽은 3회 있는 청도행 직행버스를 이용한다. 언양으로 가는 고속버스는 동서울터미널에서 4회(1회는 심야), 남부터미널에서 4회 있다. 경상남도 이외의 도시로는 오산, 수원, 안산 등지에서 버스가 다닌다. 가까운 울산과 부산에서는 셀 수 없이 많다. 경부고속도로국도 서울산IC→35번 지국도나 24번 국도"
488205101,경상남도 고성군 개천면ㆍ영현면,524,산행시간 ,초급,"경관이 아름답고 오래된 사찰과 문화재가 많으며 도립공원으로 지정(1983년)된 점 등을 고려하여 선정, 산 중턱에 큰 대밭이 있음. 유서 깊은 옥천사(玉泉寺)와 연대암·백련암·청연암 등이 유명",기점은 고성이다. 옥천사 아래 개천면소까지 가는 완행 버스가 두시간 가격으로 있다. 고성행 직통버스를 놓쳤을 경우에는 통영행 버스를 타고 고성에서 하차한다. 진주에서 옥천사행 버스를 이용해 직접 갈 수도 있다.남해고속국도-마산과 고성을 잇는 14번 국도- 배둔에서 1007번 지방도-옥천사 진입로
421504602,"강원도 평창군 진부면, 홍천군 내면, 강릉시 연곡면",1565.4,산행시간 ,초급,"국내 제일의 산림지대를 이루고 있으며, 경관이 수려하여 국립공원으로 지정(1975년)된 점 등을 고려하여 선정, 연꽃모양으로 둘러선 다섯 개의 봉우리가 모두 모나지 않고 평평한 대지를 이루고 있는데서 산이름이 유래. 월정사(月精寺), 적멸보궁(寂滅寶宮), 상원사(上院寺)가 있음. 골짜기마다 사찰, 암자 등 많은 불교유적이 산재해 있는 등 우리나라 최고의 불교 성지로 유명"," 월정사지구의 기점은 진부(진부시내버스터미널 ☎033-335-6963)이고 소금강지구는 강릉(강릉시외버스터미널 동진버스 ☎033-653-8012, 동해상사 ☎033-653-0320)이다. 진고개로 다니는 시내,시외버스는 모두 없으므로 승용차, 택시를 이용해야 한다. 소금강 분소에서 진고개까지 약 35분 걸린다. - 진부→월정사 : 1시간 간격 운행 - 진부→상원사 : 월정사행 버스 중 7:30~17:20 시간 버스 운행 - 강릉→소금강 : 303번 버스 종점 하차① 월정사지구 : 영동고속국도 진부IC-6번 국도-446번 지방도② 소금강지구 : 영동고속국도 진부IC-6번 국도-진고개"
421103801,"강원도 춘천시 북산면, 화천군 간동면",777.9,산행시간 , 중급,"산세는 크지 않으나 바위와 수목이 어우러진 경관이 아름다운 점 등을 고려하여 선정, 다섯 개의 바위 봉이 연이어 솟아있는 데서 산이름이 유래. 신라때 아도화상이 창건하였다고 전해지는 청평사(淸平寺)와 구성폭포가 유명. 청평사 경내에 있는 보물 제164호인 회전문이 유명"," 기점은 춘천이다. 시내에서 소양댐행 일반버스(11번)와 좌석버스(12-1번)가 30분 간격으로 다니며 청평사행 선편도 마찬가지다. 시외버스터미널에서는 배후령 가는 버스가 14회 있다. 춘천행 직행은 동서울터미널에서 15분 간격, 상봉터미널에서 47회, 부산종합터미널에서 14회 있고 경춘선 열차도 20회 다닌다. 강원도 이외 지역으로는 대구, 울산, 포항, 안동, 전주, 대전, 온양, 천안, 청주, 성남, 수원, 안산, 인천, 고양, 의정부에서 버스가 있다.    서울에서는 경춘가도(46번 국도), 영남지방에서는 중앙고속국도를 이용한다. 호남과 충청지역에서는 중부고속국도 하남분기점→팔당대교→조안면에서 45번국도→새터삼거리에서 경춘가도로 접어든다. 거의 전지역에 춘천행 버스가 있는 강원도에서는 직행 노선을 따라가면 된다. "
418303101,경기도 양평군 용문면ㆍ옥천면,1157.1,산행시간 ,초급,"옛부터 경기의 금강산이라 불리워질 만큼 기암괴석과 고산준령을 고루 갖춘 경관이 뛰어난 산이며, 특히 신라 선덕여왕때 창건한 용문사와 높이 62m, 둘레 14m에 달하는 은행나무(천연기념물 제30호)가 있는 등 역사·문화적 가치가 높은 점을 고려하여 선정, 경기도에서 네 번째로 높은 산으로 미지산이라는 이름으로 불리었는데 조선을 개국한 이태조가 등극하면서 `용문산'이라 바꿔 부르게 되었다는 전설이 있음.", 동서울터미널과 상봉터미널에서 용문사행 버스가 하루 2회씩 있다. 가일리쪽은 상봉터미널에서 8회 있는 유명산행을 이용한다. 6번 신국도를 타고가다 용문나들목으로 빠진다. 
